threshold_arp,threshold_bup,n_g1,r_g1,n_g2,r_g2,n_g3,r_g3,n_g4,r_g4
0.1,0.1,98,0.408163265,6,0.166666667,13,0.153846154,3,0
0.1,0.11,95,0.421052632,6,0.166666667,16,0.125,3,0
0.1,0.12,90,0.444444444,5,0.2,21,0.095238095,4,0
0.1,0.13,89,0.449438202,5,0.2,22,0.090909091,4,0
0.1,0.14,85,0.458823529,5,0.2,26,0.115384615,4,0
0.1,0.15,81,0.469135802,5,0.2,30,0.133333333,4,0
0.1,0.16,80,0.475,4,0.25,31,0.129032258,5,0
0.1,0.17,79,0.481012658,4,0.25,32,0.125,5,0
0.1,0.18,78,0.487179487,4,0.25,33,0.121212121,5,0
0.1,0.19,77,0.493506494,3,0.333333333,34,0.117647059,6,0
0.1,0.2,74,0.5,3,0.333333333,37,0.135135135,6,0
0.1,0.21,69,0.492753623,3,0.333333333,42,0.19047619,6,0
0.1,0.22,69,0.492753623,3,0.333333333,42,0.19047619,6,0
0.1,0.23,68,0.485294118,3,0.333333333,43,0.209302326,6,0
0.1,0.24,66,0.484848485,3,0.333333333,45,0.222222222,6,0
0.1,0.25,63,0.492063492,2,0.5,48,0.229166667,7,0
0.1,0.26,63,0.492063492,2,0.5,48,0.229166667,7,0
0.1,0.27,62,0.483870968,2,0.5,49,0.244897959,7,0
0.1,0.28,58,0.482758621,2,0.5,53,0.264150943,7,0
0.1,0.29,55,0.490909091,2,0.5,56,0.267857143,7,0
0.1,0.3,53,0.509433962,2,0.5,58,0.25862069,7,0
0.1,0.31,53,0.509433962,2,0.5,58,0.25862069,7,0
0.1,0.32,50,0.52,2,0.5,61,0.262295082,7,0
0.1,0.33,48,0.541666667,2,0.5,63,0.253968254,7,0
0.1,0.34,47,0.553191489,2,0.5,64,0.25,7,0
0.1,0.35,46,0.543478261,2,0.5,65,0.261538462,7,0
0.1,0.36,44,0.545454545,2,0.5,67,0.268656716,7,0
0.1,0.37,42,0.571428571,2,0.5,69,0.260869565,7,0
0.1,0.38,40,0.575,2,0.5,71,0.267605634,7,0
0.1,0.39,36,0.583333333,2,0.5,75,0.28,7,0
0.1,0.4,29,0.689655172,1,1,82,0.268292683,8,0
0.1,0.41,26,0.692307692,1,1,85,0.282352941,8,0
0.1,0.42,25,0.68,1,1,86,0.290697674,8,0
0.1,0.43,22,0.681818182,0,,89,0.303370787,9,0.111111111
0.1,0.44,21,0.666666667,0,,90,0.311111111,9,0.111111111
0.1,0.45,20,0.65,0,,91,0.318681319,9,0.111111111
0.1,0.46,17,0.705882353,0,,94,0.319148936,9,0.111111111
0.1,0.47,17,0.705882353,0,,94,0.319148936,9,0.111111111
0.1,0.48,15,0.733333333,0,,96,0.322916667,9,0.111111111
0.1,0.49,14,0.714285714,0,,97,0.329896907,9,0.111111111
0.1,0.5,12,0.833333333,0,,99,0.323232323,9,0.111111111
0.1,0.51,11,0.909090909,0,,100,0.32,9,0.111111111
0.1,0.52,10,0.9,0,,101,0.326732673,9,0.111111111
0.1,0.53,8,0.875,0,,103,0.339805825,9,0.111111111
0.1,0.54,8,0.875,0,,103,0.339805825,9,0.111111111
0.1,0.55,7,1,0,,104,0.336538462,9,0.111111111
0.1,0.56,7,1,0,,104,0.336538462,9,0.111111111
0.1,0.57,7,1,0,,104,0.336538462,9,0.111111111
0.1,0.58,6,1,0,,105,0.342857143,9,0.111111111
0.1,0.59,5,1,0,,106,0.349056604,9,0.111111111
0.1,0.6,5,1,0,,106,0.349056604,9,0.111111111
0.1,0.61,5,1,0,,106,0.349056604,9,0.111111111
0.1,0.62,5,1,0,,106,0.349056604,9,0.111111111
0.1,0.63,5,1,0,,106,0.349056604,9,0.111111111
0.1,0.64,4,1,0,,107,0.355140187,9,0.111111111
0.1,0.65,3,1,0,,108,0.361111111,9,0.111111111
0.1,0.66,3,1,0,,108,0.361111111,9,0.111111111
0.1,0.67,3,1,0,,108,0.361111111,9,0.111111111
0.1,0.68,3,1,0,,108,0.361111111,9,0.111111111
0.1,0.69,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.7,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.71,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.72,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.73,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.74,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.75,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.76,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.77,2,1,0,,109,0.366972477,9,0.111111111
0.1,0.78,1,1,0,,110,0.372727273,9,0.111111111
0.1,0.79,0,,0,,111,0.378378378,9,0.111111111
0.1,0.8,0,,0,,111,0.378378378,9,0.111111111
0.1,0.81,0,,0,,111,0.378378378,9,0.111111111
0.1,0.82,0,,0,,111,0.378378378,9,0.111111111
0.1,0.83,0,,0,,111,0.378378378,9,0.111111111
0.1,0.84,0,,0,,111,0.378378378,9,0.111111111
0.1,0.85,0,,0,,111,0.378378378,9,0.111111111
0.1,0.86,0,,0,,111,0.378378378,9,0.111111111
0.1,0.87,0,,0,,111,0.378378378,9,0.111111111
0.1,0.88,0,,0,,111,0.378378378,9,0.111111111
0.1,0.89,0,,0,,111,0.378378378,9,0.111111111
0.1,0.9,0,,0,,111,0.378378378,9,0.111111111
0.1,0.91,0,,0,,111,0.378378378,9,0.111111111
0.1,0.92,0,,0,,111,0.378378378,9,0.111111111
0.1,0.93,0,,0,,111,0.378378378,9,0.111111111
0.1,0.94,0,,0,,111,0.378378378,9,0.111111111
0.1,0.95,0,,0,,111,0.378378378,9,0.111111111
0.1,0.96,0,,0,,111,0.378378378,9,0.111111111
0.1,0.97,0,,0,,111,0.378378378,9,0.111111111
0.1,0.98,0,,0,,111,0.378378378,9,0.111111111
0.1,0.99,0,,0,,111,0.378378378,9,0.111111111
0.11,0.1,97,0.412371134,7,0.142857143,13,0.153846154,3,0
0.11,0.11,94,0.425531915,7,0.142857143,16,0.125,3,0
0.11,0.12,89,0.449438202,6,0.166666667,21,0.095238095,4,0
0.11,0.13,88,0.454545455,6,0.166666667,22,0.090909091,4,0
0.11,0.14,84,0.464285714,6,0.166666667,26,0.115384615,4,0
0.11,0.15,80,0.475,6,0.166666667,30,0.133333333,4,0
0.11,0.16,79,0.481012658,5,0.2,31,0.129032258,5,0
0.11,0.17,78,0.487179487,5,0.2,32,0.125,5,0
0.11,0.18,77,0.493506494,5,0.2,33,0.121212121,5,0
0.11,0.19,76,0.5,4,0.25,34,0.117647059,6,0
0.11,0.2,73,0.506849315,4,0.25,37,0.135135135,6,0
0.11,0.21,68,0.5,4,0.25,42,0.19047619,6,0
0.11,0.22,68,0.5,4,0.25,42,0.19047619,6,0
0.11,0.23,67,0.492537313,4,0.25,43,0.209302326,6,0
0.11,0.24,65,0.492307692,4,0.25,45,0.222222222,6,0
0.11,0.25,62,0.5,3,0.333333333,48,0.229166667,7,0
0.11,0.26,62,0.5,3,0.333333333,48,0.229166667,7,0
0.11,0.27,61,0.491803279,3,0.333333333,49,0.244897959,7,0
0.11,0.28,58,0.482758621,2,0.5,52,0.269230769,8,0
0.11,0.29,55,0.490909091,2,0.5,55,0.272727273,8,0
0.11,0.3,53,0.509433962,2,0.5,57,0.263157895,8,0
0.11,0.31,53,0.509433962,2,0.5,57,0.263157895,8,0
0.11,0.32,50,0.52,2,0.5,60,0.266666667,8,0
0.11,0.33,48,0.541666667,2,0.5,62,0.258064516,8,0
0.11,0.34,47,0.553191489,2,0.5,63,0.253968254,8,0
0.11,0.35,46,0.543478261,2,0.5,64,0.265625,8,0
0.11,0.36,44,0.545454545,2,0.5,66,0.272727273,8,0
0.11,0.37,42,0.571428571,2,0.5,68,0.264705882,8,0
0.11,0.38,40,0.575,2,0.5,70,0.271428571,8,0
0.11,0.39,36,0.583333333,2,0.5,74,0.283783784,8,0
0.11,0.4,29,0.689655172,1,1,81,0.271604938,9,0
0.11,0.41,26,0.692307692,1,1,84,0.285714286,9,0
0.11,0.42,25,0.68,1,1,85,0.294117647,9,0
0.11,0.43,22,0.681818182,0,,88,0.306818182,10,0.1
0.11,0.44,21,0.666666667,0,,89,0.314606742,10,0.1
0.11,0.45,20,0.65,0,,90,0.322222222,10,0.1
0.11,0.46,17,0.705882353,0,,93,0.322580645,10,0.1
0.11,0.47,17,0.705882353,0,,93,0.322580645,10,0.1
0.11,0.48,15,0.733333333,0,,95,0.326315789,10,0.1
0.11,0.49,14,0.714285714,0,,96,0.333333333,10,0.1
0.11,0.5,12,0.833333333,0,,98,0.326530612,10,0.1
0.11,0.51,11,0.909090909,0,,99,0.323232323,10,0.1
0.11,0.52,10,0.9,0,,100,0.33,10,0.1
0.11,0.53,8,0.875,0,,102,0.343137255,10,0.1
0.11,0.54,8,0.875,0,,102,0.343137255,10,0.1
0.11,0.55,7,1,0,,103,0.339805825,10,0.1
0.11,0.56,7,1,0,,103,0.339805825,10,0.1
0.11,0.57,7,1,0,,103,0.339805825,10,0.1
0.11,0.58,6,1,0,,104,0.346153846,10,0.1
0.11,0.59,5,1,0,,105,0.352380952,10,0.1
0.11,0.6,5,1,0,,105,0.352380952,10,0.1
0.11,0.61,5,1,0,,105,0.352380952,10,0.1
0.11,0.62,5,1,0,,105,0.352380952,10,0.1
0.11,0.63,5,1,0,,105,0.352380952,10,0.1
0.11,0.64,4,1,0,,106,0.358490566,10,0.1
0.11,0.65,3,1,0,,107,0.364485981,10,0.1
0.11,0.66,3,1,0,,107,0.364485981,10,0.1
0.11,0.67,3,1,0,,107,0.364485981,10,0.1
0.11,0.68,3,1,0,,107,0.364485981,10,0.1
0.11,0.69,2,1,0,,108,0.37037037,10,0.1
0.11,0.7,2,1,0,,108,0.37037037,10,0.1
0.11,0.71,2,1,0,,108,0.37037037,10,0.1
0.11,0.72,2,1,0,,108,0.37037037,10,0.1
0.11,0.73,2,1,0,,108,0.37037037,10,0.1
0.11,0.74,2,1,0,,108,0.37037037,10,0.1
0.11,0.75,2,1,0,,108,0.37037037,10,0.1
0.11,0.76,2,1,0,,108,0.37037037,10,0.1
0.11,0.77,2,1,0,,108,0.37037037,10,0.1
0.11,0.78,1,1,0,,109,0.376146789,10,0.1
0.11,0.79,0,,0,,110,0.381818182,10,0.1
0.11,0.8,0,,0,,110,0.381818182,10,0.1
0.11,0.81,0,,0,,110,0.381818182,10,0.1
0.11,0.82,0,,0,,110,0.381818182,10,0.1
0.11,0.83,0,,0,,110,0.381818182,10,0.1
0.11,0.84,0,,0,,110,0.381818182,10,0.1
0.11,0.85,0,,0,,110,0.381818182,10,0.1
0.11,0.86,0,,0,,110,0.381818182,10,0.1
0.11,0.87,0,,0,,110,0.381818182,10,0.1
0.11,0.88,0,,0,,110,0.381818182,10,0.1
0.11,0.89,0,,0,,110,0.381818182,10,0.1
0.11,0.9,0,,0,,110,0.381818182,10,0.1
0.11,0.91,0,,0,,110,0.381818182,10,0.1
0.11,0.92,0,,0,,110,0.381818182,10,0.1
0.11,0.93,0,,0,,110,0.381818182,10,0.1
0.11,0.94,0,,0,,110,0.381818182,10,0.1
0.11,0.95,0,,0,,110,0.381818182,10,0.1
0.11,0.96,0,,0,,110,0.381818182,10,0.1
0.11,0.97,0,,0,,110,0.381818182,10,0.1
0.11,0.98,0,,0,,110,0.381818182,10,0.1
0.11,0.99,0,,0,,110,0.381818182,10,0.1
0.12,0.1,96,0.416666667,8,0.125,13,0.153846154,3,0
0.12,0.11,94,0.425531915,7,0.142857143,15,0.133333333,4,0
0.12,0.12,89,0.449438202,6,0.166666667,20,0.1,5,0
0.12,0.13,88,0.454545455,6,0.166666667,21,0.095238095,5,0
0.12,0.14,84,0.464285714,6,0.166666667,25,0.12,5,0
0.12,0.15,80,0.475,6,0.166666667,29,0.137931034,5,0
0.12,0.16,79,0.481012658,5,0.2,30,0.133333333,6,0
0.12,0.17,78,0.487179487,5,0.2,31,0.129032258,6,0
0.12,0.18,77,0.493506494,5,0.2,32,0.125,6,0
0.12,0.19,76,0.5,4,0.25,33,0.121212121,7,0
0.12,0.2,73,0.506849315,4,0.25,36,0.138888889,7,0
0.12,0.21,68,0.5,4,0.25,41,0.195121951,7,0
0.12,0.22,68,0.5,4,0.25,41,0.195121951,7,0
0.12,0.23,67,0.492537313,4,0.25,42,0.214285714,7,0
0.12,0.24,65,0.492307692,4,0.25,44,0.227272727,7,0
0.12,0.25,62,0.5,3,0.333333333,47,0.234042553,8,0
0.12,0.26,62,0.5,3,0.333333333,47,0.234042553,8,0
0.12,0.27,61,0.491803279,3,0.333333333,48,0.25,8,0
0.12,0.28,58,0.482758621,2,0.5,51,0.274509804,9,0
0.12,0.29,55,0.490909091,2,0.5,54,0.277777778,9,0
0.12,0.3,53,0.509433962,2,0.5,56,0.267857143,9,0
0.12,0.31,53,0.509433962,2,0.5,56,0.267857143,9,0
0.12,0.32,50,0.52,2,0.5,59,0.271186441,9,0
0.12,0.33,48,0.541666667,2,0.5,61,0.262295082,9,0
0.12,0.34,47,0.553191489,2,0.5,62,0.258064516,9,0
0.12,0.35,46,0.543478261,2,0.5,63,0.26984127,9,0
0.12,0.36,44,0.545454545,2,0.5,65,0.276923077,9,0
0.12,0.37,42,0.571428571,2,0.5,67,0.268656716,9,0
0.12,0.38,40,0.575,2,0.5,69,0.275362319,9,0
0.12,0.39,36,0.583333333,2,0.5,73,0.287671233,9,0
0.12,0.4,29,0.689655172,1,1,80,0.275,10,0
0.12,0.41,26,0.692307692,1,1,83,0.289156627,10,0
0.12,0.42,25,0.68,1,1,84,0.297619048,10,0
0.12,0.43,22,0.681818182,0,,87,0.310344828,11,0.090909091
0.12,0.44,21,0.666666667,0,,88,0.318181818,11,0.090909091
0.12,0.45,20,0.65,0,,89,0.325842697,11,0.090909091
0.12,0.46,17,0.705882353,0,,92,0.326086957,11,0.090909091
0.12,0.47,17,0.705882353,0,,92,0.326086957,11,0.090909091
0.12,0.48,15,0.733333333,0,,94,0.329787234,11,0.090909091
0.12,0.49,14,0.714285714,0,,95,0.336842105,11,0.090909091
0.12,0.5,12,0.833333333,0,,97,0.329896907,11,0.090909091
0.12,0.51,11,0.909090909,0,,98,0.326530612,11,0.090909091
0.12,0.52,10,0.9,0,,99,0.333333333,11,0.090909091
0.12,0.53,8,0.875,0,,101,0.346534653,11,0.090909091
0.12,0.54,8,0.875,0,,101,0.346534653,11,0.090909091
0.12,0.55,7,1,0,,102,0.343137255,11,0.090909091
0.12,0.56,7,1,0,,102,0.343137255,11,0.090909091
0.12,0.57,7,1,0,,102,0.343137255,11,0.090909091
0.12,0.58,6,1,0,,103,0.349514563,11,0.090909091
0.12,0.59,5,1,0,,104,0.355769231,11,0.090909091
0.12,0.6,5,1,0,,104,0.355769231,11,0.090909091
0.12,0.61,5,1,0,,104,0.355769231,11,0.090909091
0.12,0.62,5,1,0,,104,0.355769231,11,0.090909091
0.12,0.63,5,1,0,,104,0.355769231,11,0.090909091
0.12,0.64,4,1,0,,105,0.361904762,11,0.090909091
0.12,0.65,3,1,0,,106,0.367924528,11,0.090909091
0.12,0.66,3,1,0,,106,0.367924528,11,0.090909091
0.12,0.67,3,1,0,,106,0.367924528,11,0.090909091
0.12,0.68,3,1,0,,106,0.367924528,11,0.090909091
0.12,0.69,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.7,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.71,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.72,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.73,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.74,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.75,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.76,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.77,2,1,0,,107,0.373831776,11,0.090909091
0.12,0.78,1,1,0,,108,0.37962963,11,0.090909091
0.12,0.79,0,,0,,109,0.385321101,11,0.090909091
0.12,0.8,0,,0,,109,0.385321101,11,0.090909091
0.12,0.81,0,,0,,109,0.385321101,11,0.090909091
0.12,0.82,0,,0,,109,0.385321101,11,0.090909091
0.12,0.83,0,,0,,109,0.385321101,11,0.090909091
0.12,0.84,0,,0,,109,0.385321101,11,0.090909091
0.12,0.85,0,,0,,109,0.385321101,11,0.090909091
0.12,0.86,0,,0,,109,0.385321101,11,0.090909091
0.12,0.87,0,,0,,109,0.385321101,11,0.090909091
0.12,0.88,0,,0,,109,0.385321101,11,0.090909091
0.12,0.89,0,,0,,109,0.385321101,11,0.090909091
0.12,0.9,0,,0,,109,0.385321101,11,0.090909091
0.12,0.91,0,,0,,109,0.385321101,11,0.090909091
0.12,0.92,0,,0,,109,0.385321101,11,0.090909091
0.12,0.93,0,,0,,109,0.385321101,11,0.090909091
0.12,0.94,0,,0,,109,0.385321101,11,0.090909091
0.12,0.95,0,,0,,109,0.385321101,11,0.090909091
0.12,0.96,0,,0,,109,0.385321101,11,0.090909091
0.12,0.97,0,,0,,109,0.385321101,11,0.090909091
0.12,0.98,0,,0,,109,0.385321101,11,0.090909091
0.12,0.99,0,,0,,109,0.385321101,11,0.090909091
0.13,0.1,95,0.421052632,9,0.111111111,13,0.153846154,3,0
0.13,0.11,93,0.430107527,8,0.125,15,0.133333333,4,0
0.13,0.12,88,0.454545455,7,0.142857143,20,0.1,5,0
0.13,0.13,87,0.459770115,7,0.142857143,21,0.095238095,5,0
0.13,0.14,83,0.469879518,7,0.142857143,25,0.12,5,0
0.13,0.15,80,0.475,6,0.166666667,28,0.142857143,6,0
0.13,0.16,79,0.481012658,5,0.2,29,0.137931034,7,0
0.13,0.17,78,0.487179487,5,0.2,30,0.133333333,7,0
0.13,0.18,77,0.493506494,5,0.2,31,0.129032258,7,0
0.13,0.19,76,0.5,4,0.25,32,0.125,8,0
0.13,0.2,73,0.506849315,4,0.25,35,0.142857143,8,0
0.13,0.21,68,0.5,4,0.25,40,0.2,8,0
0.13,0.22,68,0.5,4,0.25,40,0.2,8,0
0.13,0.23,67,0.492537313,4,0.25,41,0.219512195,8,0
0.13,0.24,65,0.492307692,4,0.25,43,0.23255814,8,0
0.13,0.25,62,0.5,3,0.333333333,46,0.239130435,9,0
0.13,0.26,62,0.5,3,0.333333333,46,0.239130435,9,0
0.13,0.27,61,0.491803279,3,0.333333333,47,0.255319149,9,0
0.13,0.28,58,0.482758621,2,0.5,50,0.28,10,0
0.13,0.29,55,0.490909091,2,0.5,53,0.283018868,10,0
0.13,0.3,53,0.509433962,2,0.5,55,0.272727273,10,0
0.13,0.31,53,0.509433962,2,0.5,55,0.272727273,10,0
0.13,0.32,50,0.52,2,0.5,58,0.275862069,10,0
0.13,0.33,48,0.541666667,2,0.5,60,0.266666667,10,0
0.13,0.34,47,0.553191489,2,0.5,61,0.262295082,10,0
0.13,0.35,46,0.543478261,2,0.5,62,0.274193548,10,0
0.13,0.36,44,0.545454545,2,0.5,64,0.28125,10,0
0.13,0.37,42,0.571428571,2,0.5,66,0.272727273,10,0
0.13,0.38,40,0.575,2,0.5,68,0.279411765,10,0
0.13,0.39,36,0.583333333,2,0.5,72,0.291666667,10,0
0.13,0.4,29,0.689655172,1,1,79,0.278481013,11,0
0.13,0.41,26,0.692307692,1,1,82,0.292682927,11,0
0.13,0.42,25,0.68,1,1,83,0.301204819,11,0
0.13,0.43,22,0.681818182,0,,86,0.313953488,12,0.083333333
0.13,0.44,21,0.666666667,0,,87,0.32183908,12,0.083333333
0.13,0.45,20,0.65,0,,88,0.329545455,12,0.083333333
0.13,0.46,17,0.705882353,0,,91,0.32967033,12,0.083333333
0.13,0.47,17,0.705882353,0,,91,0.32967033,12,0.083333333
0.13,0.48,15,0.733333333,0,,93,0.333333333,12,0.083333333
0.13,0.49,14,0.714285714,0,,94,0.340425532,12,0.083333333
0.13,0.5,12,0.833333333,0,,96,0.333333333,12,0.083333333
0.13,0.51,11,0.909090909,0,,97,0.329896907,12,0.083333333
0.13,0.52,10,0.9,0,,98,0.336734694,12,0.083333333
0.13,0.53,8,0.875,0,,100,0.35,12,0.083333333
0.13,0.54,8,0.875,0,,100,0.35,12,0.083333333
0.13,0.55,7,1,0,,101,0.346534653,12,0.083333333
0.13,0.56,7,1,0,,101,0.346534653,12,0.083333333
0.13,0.57,7,1,0,,101,0.346534653,12,0.083333333
0.13,0.58,6,1,0,,102,0.352941176,12,0.083333333
0.13,0.59,5,1,0,,103,0.359223301,12,0.083333333
0.13,0.6,5,1,0,,103,0.359223301,12,0.083333333
0.13,0.61,5,1,0,,103,0.359223301,12,0.083333333
0.13,0.62,5,1,0,,103,0.359223301,12,0.083333333
0.13,0.63,5,1,0,,103,0.359223301,12,0.083333333
0.13,0.64,4,1,0,,104,0.365384615,12,0.083333333
0.13,0.65,3,1,0,,105,0.371428571,12,0.083333333
0.13,0.66,3,1,0,,105,0.371428571,12,0.083333333
0.13,0.67,3,1,0,,105,0.371428571,12,0.083333333
0.13,0.68,3,1,0,,105,0.371428571,12,0.083333333
0.13,0.69,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.7,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.71,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.72,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.73,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.74,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.75,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.76,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.77,2,1,0,,106,0.377358491,12,0.083333333
0.13,0.78,1,1,0,,107,0.38317757,12,0.083333333
0.13,0.79,0,,0,,108,0.388888889,12,0.083333333
0.13,0.8,0,,0,,108,0.388888889,12,0.083333333
0.13,0.81,0,,0,,108,0.388888889,12,0.083333333
0.13,0.82,0,,0,,108,0.388888889,12,0.083333333
0.13,0.83,0,,0,,108,0.388888889,12,0.083333333
0.13,0.84,0,,0,,108,0.388888889,12,0.083333333
0.13,0.85,0,,0,,108,0.388888889,12,0.083333333
0.13,0.86,0,,0,,108,0.388888889,12,0.083333333
0.13,0.87,0,,0,,108,0.388888889,12,0.083333333
0.13,0.88,0,,0,,108,0.388888889,12,0.083333333
0.13,0.89,0,,0,,108,0.388888889,12,0.083333333
0.13,0.9,0,,0,,108,0.388888889,12,0.083333333
0.13,0.91,0,,0,,108,0.388888889,12,0.083333333
0.13,0.92,0,,0,,108,0.388888889,12,0.083333333
0.13,0.93,0,,0,,108,0.388888889,12,0.083333333
0.13,0.94,0,,0,,108,0.388888889,12,0.083333333
0.13,0.95,0,,0,,108,0.388888889,12,0.083333333
0.13,0.96,0,,0,,108,0.388888889,12,0.083333333
0.13,0.97,0,,0,,108,0.388888889,12,0.083333333
0.13,0.98,0,,0,,108,0.388888889,12,0.083333333
0.13,0.99,0,,0,,108,0.388888889,12,0.083333333
0.14,0.1,93,0.419354839,11,0.181818182,12,0.166666667,4,0
0.14,0.11,91,0.428571429,10,0.2,14,0.142857143,5,0
0.14,0.12,86,0.453488372,9,0.222222222,19,0.105263158,6,0
0.14,0.13,85,0.458823529,9,0.222222222,20,0.1,6,0
0.14,0.14,81,0.469135802,9,0.222222222,24,0.125,6,0
0.14,0.15,78,0.474358974,8,0.25,27,0.148148148,7,0
0.14,0.16,77,0.480519481,7,0.285714286,28,0.142857143,8,0
0.14,0.17,76,0.486842105,7,0.285714286,29,0.137931034,8,0
0.14,0.18,75,0.493333333,7,0.285714286,30,0.133333333,8,0
0.14,0.19,74,0.5,6,0.333333333,31,0.129032258,9,0
0.14,0.2,71,0.507042254,6,0.333333333,34,0.147058824,9,0
0.14,0.21,67,0.507462687,5,0.2,38,0.184210526,10,0.1
0.14,0.22,67,0.507462687,5,0.2,38,0.184210526,10,0.1
0.14,0.23,66,0.5,5,0.2,39,0.205128205,10,0.1
0.14,0.24,64,0.5,5,0.2,41,0.219512195,10,0.1
0.14,0.25,61,0.508196721,4,0.25,44,0.227272727,11,0.090909091
0.14,0.26,61,0.508196721,4,0.25,44,0.227272727,11,0.090909091
0.14,0.27,60,0.5,4,0.25,45,0.244444444,11,0.090909091
0.14,0.28,57,0.49122807,3,0.333333333,48,0.270833333,12,0.083333333
0.14,0.29,54,0.5,3,0.333333333,51,0.274509804,12,0.083333333
0.14,0.3,52,0.519230769,3,0.333333333,53,0.264150943,12,0.083333333
0.14,0.31,52,0.519230769,3,0.333333333,53,0.264150943,12,0.083333333
0.14,0.32,49,0.530612245,3,0.333333333,56,0.267857143,12,0.083333333
0.14,0.33,47,0.553191489,3,0.333333333,58,0.25862069,12,0.083333333
0.14,0.34,46,0.565217391,3,0.333333333,59,0.254237288,12,0.083333333
0.14,0.35,45,0.555555556,3,0.333333333,60,0.266666667,12,0.083333333
0.14,0.36,43,0.558139535,3,0.333333333,62,0.274193548,12,0.083333333
0.14,0.37,41,0.585365854,3,0.333333333,64,0.265625,12,0.083333333
0.14,0.38,39,0.58974359,3,0.333333333,66,0.272727273,12,0.083333333
0.14,0.39,35,0.6,3,0.333333333,70,0.285714286,12,0.083333333
0.14,0.4,28,0.714285714,2,0.5,77,0.272727273,13,0.076923077
0.14,0.41,25,0.72,2,0.5,80,0.2875,13,0.076923077
0.14,0.42,24,0.708333333,2,0.5,81,0.296296296,13,0.076923077
0.14,0.43,21,0.714285714,1,0,84,0.30952381,14,0.142857143
0.14,0.44,20,0.7,1,0,85,0.317647059,14,0.142857143
0.14,0.45,19,0.684210526,1,0,86,0.325581395,14,0.142857143
0.14,0.46,16,0.75,1,0,89,0.325842697,14,0.142857143
0.14,0.47,16,0.75,1,0,89,0.325842697,14,0.142857143
0.14,0.48,14,0.785714286,1,0,91,0.32967033,14,0.142857143
0.14,0.49,13,0.769230769,1,0,92,0.336956522,14,0.142857143
0.14,0.5,11,0.909090909,1,0,94,0.329787234,14,0.142857143
0.14,0.51,10,1,1,0,95,0.326315789,14,0.142857143
0.14,0.52,9,1,1,0,96,0.333333333,14,0.142857143
0.14,0.53,7,1,1,0,98,0.346938776,14,0.142857143
0.14,0.54,7,1,1,0,98,0.346938776,14,0.142857143
0.14,0.55,7,1,0,,98,0.346938776,15,0.133333333
0.14,0.56,7,1,0,,98,0.346938776,15,0.133333333
0.14,0.57,7,1,0,,98,0.346938776,15,0.133333333
0.14,0.58,6,1,0,,99,0.353535354,15,0.133333333
0.14,0.59,5,1,0,,100,0.36,15,0.133333333
0.14,0.6,5,1,0,,100,0.36,15,0.133333333
0.14,0.61,5,1,0,,100,0.36,15,0.133333333
0.14,0.62,5,1,0,,100,0.36,15,0.133333333
0.14,0.63,5,1,0,,100,0.36,15,0.133333333
0.14,0.64,4,1,0,,101,0.366336634,15,0.133333333
0.14,0.65,3,1,0,,102,0.37254902,15,0.133333333
0.14,0.66,3,1,0,,102,0.37254902,15,0.133333333
0.14,0.67,3,1,0,,102,0.37254902,15,0.133333333
0.14,0.68,3,1,0,,102,0.37254902,15,0.133333333
0.14,0.69,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.7,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.71,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.72,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.73,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.74,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.75,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.76,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.77,2,1,0,,103,0.378640777,15,0.133333333
0.14,0.78,1,1,0,,104,0.384615385,15,0.133333333
0.14,0.79,0,,0,,105,0.39047619,15,0.133333333
0.14,0.8,0,,0,,105,0.39047619,15,0.133333333
0.14,0.81,0,,0,,105,0.39047619,15,0.133333333
0.14,0.82,0,,0,,105,0.39047619,15,0.133333333
